id,title_similar_ind,description_similar_ind
53720985,"[374400, 985825, 23943907, 32314535, 53094283, 387725, 543312, 2093977]","[1034048, 985825, 23943907, 7827502, 569812, 35473845, 42470073]"
5995381,"[10383904, 585218, 1217933, 850607, 470608, 376403, 19662170, 65008060]","[40481793, 585218, 434282, 56336299, 54432859, 16175517, 3082815]"
52398878,"[59395852, 57047794, 418676, 67325079, 67873659, 55487868]","[451936, 59405730, 56514276, 59395852, 67325079, 67873659]"
46009050,"[23609991, 34123144, 55074315, 50743567, 58340177, 51239954, 47161849, 19662170, 625084]","[50414723, 50414725, 34123144, 55074315, 58340177, 51903508]"
58409582,"[59107043, 62349860, 66863432, 58409582, 27633936, 595476, 573013]","[50269858, 59107043, 1387555, 66067659, 59239919, 59239923, 67325079, 2393625, 379258]"
746830,"[644072, 53094283, 970220, 57587821, 41894605, 20647220, 14684952, 997529]","[1387555, 4299719, 3642441, 970220, 524306, 393554, 448500, 8835155, 14684952]"
32916374,"[985825, 46253703, 59235432, 571210, 53094283, 543312, 884432, 20647220, 510486, 2093977]","[34471338, 386609, 539923, 510486, 58437176, 26222265, 1044666]"
23943907,"[15913446, 387725, 42470073, 345527, 56982072, 9948025]","[374400, 20647235, 42118296, 42470073, 62349850, 52785564, 3577373]"
2224869,"[2783105, 390725, 4790477, 1074094, 850607, 24862418, 5154645, 345527, 10068024, 65008060]","[50269858, 11904387, 43117969, 12141170, 750578, 46107062, 55487868, 37751167]"
65008058,"[13585888, 34180324, 687557, 7369223, 19662184, 59405717, 48629535]","[55354148, 59081958, 19853802, 970220, 8835151, 1576151, 8835131, 31509724, 8835133, 31509726]"
446888,"[425733, 472678, 4255309, 58629614, 481715, 47158806, 530393, 14053724, 460221, 398526]","[358690, 585165, 757774, 65076820, 47158806, 480922, 459037]"
55605172,"[390725, 472678, 55074315, 7148815, 58340177, 481715, 530393, 447164, 398526]","[480422, 369946, 53976142, 7148815, 562869, 46107062, 59200602, 466716]"
35284973,"[11189120, 1476937, 1672463, 378448, 58340177, 2496281, 358714, 2141119]","[11371241, 3953579, 7827502, 13780174, 484305, 641906, 418676, 2126103, 34234332]"
58629614,"[534944, 425733, 55998428, 23413038, 49501968, 34281109, 10105878, 13901884, 13902909]","[534944, 58081250, 548293, 46995653, 49501968, 10105878, 50883577, 49311389]"
36131992,"[568132, 548293, 15913446, 53095305, 50884654, 7827502, 56801009, 8835155, 1445365, 16401242]","[7982628, 970220, 14136016, 4780913, 19858450, 644080, 3241173, 10105878, 10277498, 10803132]"
8835146,"[390725, 63078279, 1429129, 55074315, 8885995, 8885999, 58340177]","[8835139, 7369223, 48523403, 8835153, 499025, 8835157, 8835131, 999933]"
51903732,"[687557, 50246182, 63448520, 7439917, 50751279, 46240918, 38461688]","[54002632, 480687, 689423, 8835153, 5141139, 46107062, 17032440, 1820057, 479004]"
40429230,"[13780174, 10640593, 26222265, 510486, 43833689, 358714, 16175517]","[10142496, 19662184, 50246184, 4780907, 4061101, 28445231, 386609, 56454897]"
22434384,"[53853831, 543312, 480849, 549745, 656342, 9948025, 13901884, 13902909]","[59081958, 53853831, 51574033, 463348, 656342, 9948025, 394427]"
58810066,"[57905699, 57300933, 626886, 3408327, 3644653, 14643409, 47504724, 58695349, 57870424]","[56368481, 50269858, 56868232, 9794506, 48040527, 49786838, 32056951, 480922, 49784380, 37751167]"
393443,"[393443, 445994, 520337, 438454, 20750200, 14449113, 14053724, 66452062]","[50414368, 62349860, 62349864, 8885995, 54120846, 54799566, 20750200, 55066557, 54308767]"
55354148,"[390725, 472678, 55074315, 58340177, 447164]","[8078373, 19853802, 58063564, 1404207, 9948025, 5537779, 969336, 526329, 65008058]"
539254,"[37449508, 472678, 62680999, 510195, 481715, 6947125, 48629558, 38461688, 526329, 52700284]","[374400, 62681001, 48613098, 568846, 448500, 562869, 418676, 45123835]"
34455298,"[10142496, 56271593, 50705354, 16382538, 58976141, 2463217, 58957235, 66680981, 10105878]","[10142496, 50269858, 53789573, 16673254, 54002636, 859055, 43117969, 393554, 37751167]"
21673716,"[57702464, 463840, 534944, 57300933, 27594632, 8885997, 524306]","[596833, 37882726, 32056951, 415412, 58695349, 558902, 50883575, 576379, 55876444]"
53095307,"[899429, 48872746, 1074094, 59200604, 4940239, 53545654, 16683964, 447357, 545278]","[48592482, 787753, 403851, 430923, 19662170, 41894605, 340145, 47504724, 50883575, 369946]"
2463217,"[34455298, 390725, 32314535, 58132903, 3554409, 60808682, 5079023, 58957235, 1445367, 449629]","[592929, 694010, 3554409, 11371245, 8886003, 19274682, 576379, 1210271]"
42966080,"[4780901, 5914507, 572781, 744718, 390192, 980920, 358714, 492412]","[58081250, 572292, 548293, 27594632, 41894605, 390192, 40052057, 358714, 492412]"
38436486,"[44447043, 390725, 472678, 55074315, 17336364, 58340177, 447164]","[62349860, 47504741, 62349864, 49253288, 583499, 50884654, 55407407, 480922, 14746553, 14053722]"
17371079,"[3048355, 48905507, 17371079, 4940239, 378448, 538097, 52789367, 545278]","[596833, 829249, 17371079, 57049002, 56801325, 28445231, 466710, 394427]"
7273983,"[51957706, 55074315, 51957708, 450156, 51957712, 58340177, 51957714]","[468614, 51957706, 56336299, 51957708, 51957712, 14464755, 520343, 480922, 429499, 55998428]"
9948019,"[682535, 25980299, 3558573, 13935125, 8835157, 9948023, 55066555]","[52329760, 48592482, 682535, 50705354, 3304875, 1445365, 413437]"
7496301,"[596833, 7148803, 687557, 27594632, 539401, 9296179, 17371062, 9948023, 573720, 44017561]","[787753, 50884654, 484305, 9296179, 447164, 16175517]"
542690,"[2783105, 542690, 446984, 4790477, 1074094]","[446984, 4790477, 1074094, 696019, 2644375, 55876444]"
14643409,"[626886, 472678, 3644653, 58810066, 481715, 47504724, 58695349, 530393, 460221, 398526]","[8835141, 23609991, 13446508, 470608, 573013, 19274682, 576379]"
544987,"[10761888, 425733, 585165, 1074094, 4940239, 10392851, 1577243, 545278, 21435647]","[425733, 548293, 58946341, 58213070, 10392851, 539923, 58437176, 870619, 26447933]"
55876444,"[3048355, 390725, 787753, 10140336, 59362961, 386609, 538097, 55809682, 398526]","[561921, 2783105, 59081958, 583499, 970220, 403851, 340145, 997529, 1210271]"
34434286,"[25303232, 31579141, 50246182, 32314535, 59081958, 58268205, 67140910, 10104785, 3954355, 49066811]","[11189120, 50246184, 10752426, 54682252, 484305, 55605174, 16401242]"
521191,"[472678, 11371241, 32040138, 11371245, 11371249, 481715, 530393, 576379, 398526]","[25303232, 62349856, 687557, 59081958, 50246184, 787753, 10392851]"
47161849,"[985825, 59235432, 53094283, 7439917, 746830, 20647220, 4780917, 9948023, 46009050, 520318]","[66510850, 34455298, 34180324, 7827502, 719982, 6947125, 52696535, 13901884, 13902909]"
45349399,"[390725, 472678, 55074315, 58340177, 481715, 530393, 65008060, 447164, 460221, 398526]","[25303232, 50246184, 67491400, 4437135, 58808144, 10140336, 46107062, 442490, 65008060]"
8155501,"[985825, 55879555, 15913446, 614854, 59235432, 859055, 4184211, 21673716, 44618901, 62349850]","[10752426, 44045645, 34434286, 16176301, 19858450, 17032440, 43833689, 59200602, 576379]"
53303055,"[56514274, 35193352, 54739916, 859055, 53303055, 50743567, 46009050]","[56514274, 56514276, 54739916, 20102096, 67325079, 59405724]"
1387555,"[390725, 472678, 55074315, 58340177, 481715, 530393, 694010, 447164, 398526]","[3048355, 50072452, 438985, 66067659, 19884589, 41503155, 3241173, 694010, 8886013]"
38322058,"[22080836, 34123144, 58533769, 59239919, 56226544, 595476, 13901884, 13902909, 52329758]","[51376706, 56252877, 54799566, 390192, 390193, 8835153, 14512563, 393554, 694010, 423135]"
3642441,"[472678, 403823, 4940239, 3241171, 481715, 530393, 398526, 429021, 896318]","[4085859, 480422, 970220, 746830, 1672463, 3241171, 3241173, 2496281, 63867837]"
13935125,"[20538145, 11708387, 682535, 25980299, 49026028, 3558573, 41894605, 9948019, 55066555]","[4218241, 47504741, 599431, 14044905, 51286890, 49026028, 524306, 57979770, 55066557]"
50883577,"[56368481, 66863432, 54799566, 390192, 390193, 50883575, 1044666, 58971163, 14921530]","[534944, 58081250, 548293, 41894605, 58213070, 49501968, 50883575]"
54739916,"[56514274, 35193352, 19853802, 859055, 53303055, 59405724]","[56514274, 53303055, 20102096, 59405717, 67325079, 59405724]"
26222265,"[62349856, 571210, 543312, 10640593, 12141170, 884432, 26222265, 44640186, 2093977]","[13602785, 520358, 56868232, 34471338, 4780907, 32916374, 510486, 32916024]"
19853802,"[57905699, 8835141, 57905703, 50743567, 470608, 6172149, 56982072]","[55354148, 53776268, 13780174, 58808144, 418676, 65008058]"
62349860,"[50269858, 62349864, 34123144, 66067659, 58409582, 50743567, 595476, 6172149, 52329758]","[51376706, 62349864, 35474348, 390192, 2418647, 2393625, 55998430, 54308767]"
20102096,"[390725, 55074315, 58340177, 6971155, 9948025]","[633125, 54739916, 53303055, 40750383, 6971155, 520343]"
57791781,"[58063564, 1404207, 5537779, 6172149, 969336, 492412]","[58063564, 50743567, 1404207, 5537779, 969336, 447164]"
2166923,"[48592482, 34180324, 540005, 12106733, 744718, 11371249, 376403, 43476436, 40052057]","[66510848, 11189120, 596833, 67491400, 11371241, 11371245, 14464755, 16401242, 14921530, 459037]"
5537779,"[57791781, 58063564, 1404207, 6172149, 969336, 492412]","[57791781, 58063564, 1404207, 3658481, 51903508, 969336]"
44433396,"[44447043, 757774, 56207377, 358714, 719935, 2141119]","[446176, 62680995, 53303055, 48629553, 428435, 67325079, 526329, 379258]"
55530423,"[997535, 52329763, 347334, 16382538, 28580973, 569812, 19963125, 27960124, 53127583]","[52788072, 16382538, 58808144, 41556498, 19963125, 40052057, 51613371, 62680988]"
644072,"[1476937, 3953579, 55093773, 57587821, 746830, 378448, 35191892, 997529, 358714]","[50430531, 16673254, 55514215, 15882025, 1668975, 36061937, 21031764, 2126103, 43833689, 10277498]"
568509,"[814272, 15913446, 59235432, 53094283, 583499, 8885997, 585165, 31553651, 48372566]","[472678, 53094283, 41894605, 8885997, 520337, 14643409, 31553651, 530393]"
55998430,"[50269858, 540005, 55514215, 54002636, 37751167]","[44447043, 62349860, 393443, 55514215, 62349864, 1941033, 35474348, 8886005]"
442775,"[10761888, 55074315, 1074094, 4940239, 58340177, 10392851, 58695349, 53545654, 545278]","[1656037, 66452071, 520330, 342637, 10392851, 46305782, 24984568, 44017561]"
56690903,"[550210, 48025795, 3657923, 11371176, 3638033, 50440315, 549215]","[58547337, 58268205, 54614797, 58213072, 10392851, 576121, 1210271]"
6971155,"[390725, 55074315, 20102096, 58340177, 447164]","[2783105, 46995653, 57442540, 50884654, 20102096, 35191892, 14449113, 715132]"
50668890,"[472678, 53976142, 1668975, 393554, 538995, 16258196, 481715, 1445367]","[463840, 592929, 59081958, 1476937, 970220, 36302323, 48372566]"
696019,"[2783105, 4790477, 696019, 11347732, 531103]","[2783105, 4790477, 696019, 11347732, 531103]"
13967738,"[14764599, 574444, 626519, 52696535, 13901884, 13902909]","[14764599, 719982, 52696535, 13901884, 13902909]"
14921530,"[56368481, 980770, 390725, 1914985, 750578, 50883575, 50883577]","[1034048, 552225, 596833, 23609991, 12735175, 2166923, 373454, 54432859]"
33629705,"[57905699, 57905703, 23413038, 3658481, 36302323, 415412, 20271894, 55998428]","[548293, 49253288, 67624587, 23413038, 46240916, 59344692, 37363738]"
479004,"[58081250, 550409, 556268, 572781, 3638033, 40052057, 16401242, 479004]","[25303232, 552225, 53976142, 1576151, 57870424, 530393, 50668890, 50349598]"
23609953,"[8835137, 3408327, 62680999, 52207304, 52207306, 56691179, 4940239, 14764599, 1820057, 545278]","[539401, 66758026, 10187414, 46344119, 1820057, 369946, 576379, 1021663]"
5079023,"[1445367, 390725, 58132903, 5079023, 58543601, 2463217, 9948023, 449629]","[37794464, 3048355, 60808682, 585165, 859055, 21031764, 45123835, 55487868, 35010878]"
12574283,"[62680995, 687557, 66952518, 54614797, 744718, 568846, 58695349, 59362967, 32472857]","[25303232, 20936418, 347334, 50246184, 970220, 48629553, 57669811, 19274682, 576379]"
7827502,"[1034048, 596833, 1539235, 15913446, 859055, 58403764, 35473845, 36131992, 40052057, 16401242]","[1034048, 596833, 34455298, 59107043, 53094283, 35284973, 386609, 58444919, 47161849, 19872093]"
62349850,"[55879555, 614854, 859055, 21673716, 2126103, 42470073]","[552225, 23943907, 387725, 373454, 42470073, 40549531, 479004]"
390193,"[66863432, 54799566, 1404207, 390193, 14512563, 50883575, 969336, 50883577, 492412]","[57965540, 38322058, 54682252, 54799566, 390192, 970578, 492412, 16175517]"
37794464,"[390725, 472678, 55074315, 58340177, 481715, 530393, 447164, 460221, 398526]","[4085859, 480422, 12574279, 19858450, 3241173, 11482677, 10803132, 63867837]"
10187414,"[390725, 55074315, 1074094, 4940239, 58340177, 10187414, 53545654, 447164, 545278]","[23609953, 66758026, 558902, 46344119, 1820057, 369946, 870619, 459037]"
47504741,"[390725, 57905703, 1476937, 55074315, 13780174, 378448, 58340177, 35191892, 358714]","[50414368, 38436486, 32916024, 55093773, 1445365, 36096565, 58339990, 391896]"
4940265,"[25303232, 552225, 1476937, 373454, 378448, 10104785, 3954355, 35191892, 10806487, 358714]","[368066, 58081250, 548293, 27594632, 25980299, 53094283, 41894605, 50883575, 50883577]"
51474583,"[390725, 472678, 55074315, 58340177, 481715, 42470073, 530393, 447164, 460221, 398526]","[358690, 468614, 787753, 27957162, 56336299, 430923, 28580973, 53976142, 59362967, 53127583]"
3644653,"[571210, 3644653, 543312, 14643409, 58810066, 47504724, 58695349, 2093977]","[626886, 13624070, 57049002, 403851, 56252877, 340145, 47504724]"
20647235,"[1044666, 438985, 468750, 16258196, 11224055, 59200602]","[7150753, 23943907, 59200602, 480422, 19274682, 576379, 459037]"
6320071,"[542690, 37449508, 446984, 51613367, 53095305, 689423, 510195, 2644375, 10068024, 358714]","[37449508, 4299719, 430923, 59262636, 4061101, 10140336, 510195, 24984568, 2202109, 997535]"
2202109,"[8004578, 57965540, 37449508, 6320071, 27957162, 59362961, 510195, 12429203, 55876444, 398526]","[37449508, 6320071, 50884654, 510195, 57814003, 1577243]"
387725,"[374400, 3048355, 23943907, 46812041, 8835151, 57047792, 53720985, 3577373]","[374400, 36061937, 386609, 14921530, 3577373]"
3558573,"[472678, 682535, 25980299, 9948019, 861364, 13935125, 481715, 530393, 55066555, 398526]","[62681001, 1941033, 583499, 4702731, 58213072, 520337, 6209521, 888211, 5067165]"
66863432,"[66067659, 3953579, 58409582, 469103, 50743567, 53727409, 390192, 390193, 34281109]","[446176, 4085859, 57300933, 67624587, 3658481, 36750643, 34281109, 2418647, 45123835]"
51287039,"[390725, 472678, 55074315, 1074094, 4940239, 58340177, 53545654, 447164, 545278]","[7148803, 60808682, 4940239, 874800, 6822517, 20271894, 48372566]"
3601255,"[25303232, 48592482, 50246184, 3639597, 10104785, 463348, 6822517, 55530423, 576121, 27960124]","[6320067, 347334, 53976142, 58213072, 34281109, 10187414, 14764599, 576379, 55998428, 460221]"
8004578,"[4218241, 23943907, 57965540, 6313617, 12429203, 6172149, 13935125, 48629558, 2202109, 53127583]","[16673254, 550409, 16382538, 56801325, 20647220, 10068024, 43833689, 54632093, 2141119]"
27957162,"[57965540, 49944616, 49253288, 641906, 59405717, 14684952]","[57965536, 463840, 57965540, 54682252, 34434286, 484305, 970578, 4184211, 37363738]"
11904387,"[3048355, 390725, 67140910, 378448, 538097, 52789367]","[34455298, 2224869, 687557, 4184871, 787753, 24862418, 8316466, 1445367, 442490]"
583499,"[814272, 985825, 59235432, 53094283, 585165, 20647220, 3241173, 48372566, 568509]","[374400, 970220, 386609, 43476436, 55876444, 54632093]"
46240916,"[56868232, 28580973, 569812, 54008180, 55530423, 56982072, 53127583]","[463840, 548293, 37882726, 56868232, 53748009, 434282, 41894605, 58213070]"
470608,"[8835141, 50246184, 578249, 556268, 49026032, 58808144, 3954355, 5995381, 422392, 65008060]","[7150753, 480422, 11357193, 430923, 13446508, 53976142, 14643409, 63867837]"
66452071,"[57300933, 434282, 66758026, 4437135, 484305, 13828946, 17032440, 474814]","[56368481, 484305, 13828946, 10392851, 46240918, 17032440, 474814]"
40549531,"[46812041, 59258221, 57047792, 15397971, 48372566, 530393, 398526]","[980770, 4466841, 50246182, 48872746, 530393, 59200604]"
999933,"[374400, 58067810, 22080836, 62681001, 59239919, 59239923, 532020, 8462621]","[50246182, 8835146, 59239919, 538097, 7361905, 59239923, 569812, 422392, 423135]"
549215,"[472678, 59258221, 7361905, 31553651, 56690903, 50440315]","[15913446, 58808144, 31553651, 43476436, 59405717, 1445367, 1210271]"
576379,"[472678, 521191, 67491400, 11371241, 11371245, 28445231, 481715, 2644375]","[59200602, 8835141, 10752426, 13446508, 16176301, 2463217, 8835153, 10392851, 861364, 19274682]"
429021,"[4299719, 3642441, 539401, 53094283, 11371249, 34281109, 2418647, 12377498, 2126103]","[50414723, 50414725, 4299719, 7827502, 57220061, 386609, 59362961, 44976183, 26447933]"
1254123,"[390725, 472678, 55074315, 58340177, 368886, 447164]","[17919575, 59081958, 4437135, 36061937, 33543699, 50116246, 45349399]"
54432859,"[985825, 1080002, 37449508, 644080, 12141170, 442490, 57220061]","[552225, 23609991, 787753, 11371241, 2166923, 373454, 431951, 14921530, 3577373]"
50883579,"[44447043, 23609991, 970220, 3241173, 58437180]","[59107043, 57300933, 16673254, 58957235, 428435, 59282421, 379258, 54308767]"
34749035,"[540005, 3642441, 539401, 481515, 8886001, 480849, 10392851, 58339992, 520318, 896318]","[403851, 481515, 340145, 8886001, 10392851, 523411, 470199, 58339992, 896318]"
32916024,"[20538145, 347334, 17336364, 403823, 4940239, 3241171, 358714, 49066811]","[47504741, 49253288, 56868232, 4780907, 47161849, 4940239, 26222265, 510486, 40052057]"
470199,"[463840, 11357193, 1387571, 523411, 24984568, 870619]","[11357193, 34749035, 8886001, 1387571, 523411, 870619]"
42057379,"[56271593, 21031786, 54120844, 20647220, 14696792, 49066811, 27960124]","[13585888, 50246182, 28580973, 43117969, 7071089, 36096565, 391896, 45123835, 997535]"
37368606,"[374400, 472678, 55093773, 54799566, 54614797, 59258221, 31553651, 31553653, 59342296, 1577243]","[37794464, 451936, 422392, 54120844, 37890737, 5537779, 50883575, 58339992, 63867837]"
374400,"[20647235, 387725, 8835151, 58808144, 31553651, 58339992, 53720985, 58437180, 3577373]","[50430531, 23943907, 59081958, 583499, 387725, 37890737, 20711572, 58339992, 42470073, 3577373]"
574444,"[719982, 626519, 52696535, 13901884, 13902909, 719935]","[1080002, 719982, 626519, 52696535, 13901884, 13902909]"
707100,"[390725, 472678, 55074315, 58340177, 750578, 447164]","[55057571, 44447043, 4184871, 4061101, 15397969, 376403, 5743603, 11375863, 58939513, 3082815]"
67624587,"[42966080, 8835139, 57965540, 48025795, 46812041, 434282, 28580973, 57047792, 48372566, 53127583]","[66863432, 33629705, 59144044, 23413038, 67140910, 53641113, 37363738, 49311389]"
28445231,"[41233888, 576379, 67491400, 15882025, 3658481, 36302323, 46107062, 37409851]","[472678, 13624070, 67491400, 15882025, 53976142, 386609, 56454897, 1445367, 43833689]"
27960124,"[42057379, 3601255, 1476937, 3639597, 378448, 51239954, 55530423, 358714]","[4218241, 550409, 47161849, 2608653, 859055, 58808144, 37890737, 36096565, 40052057]"
4780915,"[561921, 11371176, 1476937, 44045645, 378448, 58340177, 569812, 35191892, 10806487, 358714]","[572292, 62349860, 62349864, 7071089, 524306, 9948019, 1445365, 44976183, 413437]"
49026028,"[20538145, 11708387, 25980299, 3558573, 9948019, 13935125, 1445365, 55066555]","[579936, 11708387, 59081958, 4061101, 1471887, 549745, 66680981, 558902, 573720, 53641113]"
534944,"[2783105, 33629705, 4790477, 1074094, 58629614, 696019, 36750643, 415412, 55998428]","[58081250, 548293, 27594632, 41894605, 58629614, 49501968, 50883575, 50883577]"
1820057,"[20647235, 472678, 56336299, 56691179, 481715, 14764599, 59200602, 460221]","[23609953, 62680999, 66758026, 13446508, 16176301, 51903732, 10187414, 46344119, 576379, 459037]"
970578,"[57965536, 57300933, 434282, 572781, 51957712, 36096565, 59362967, 40052057, 19363966, 53127583]","[27957162, 16382538, 390192, 390193, 53727409, 1420371, 2418647]"
16673254,"[390725, 1476937, 55074315, 378448, 58340177, 35191892, 358714, 447164, 1675677]","[34455298, 62680995, 572292, 644072, 50246184, 884432, 44976183, 2126103]"
14746553,"[44447043, 390725, 472678, 55074315, 17336364, 58340177, 447164]","[50269858, 38436486, 40750383, 56207377, 57047794, 428435, 50668886, 429499, 37751167]"
31553653,"[4218241, 9948009, 550409, 10752426, 42470073, 1577243]","[32314535, 50246184, 550409, 37890737, 51239954, 492412]"
58081250,"[58946337, 52805060, 2201679, 3638033, 1576151, 58081243, 479004]","[22080836, 548293, 41894605, 49501968, 59239923, 50883575, 50883577, 58081243, 715132, 8462621]"
561921,"[347334, 11371176, 44045645, 572781, 744718, 3639597, 10104785, 4780915, 45123835]","[20936418, 1539235, 687557, 59081958, 347334, 37890737, 57669811, 55487868, 55876444]"
829249,"[390725, 4184871, 58543601, 56801009, 9948023, 449629]","[552225, 17371076, 432263, 17371079, 57049002, 56801325, 373454, 850607, 8316466]"
55487868,"[35010878, 48025795, 58946341, 33629705, 59395852, 8310029, 53776268, 1204911, 32472857, 52398878]","[34455298, 2224869, 57905703, 28580973, 750578, 35010878, 37751167]"
50349598,"[390725, 55074315, 12106733, 1074094, 4940239, 58340177, 53545654, 447164, 545278]","[1034048, 3554409, 48872746, 403851, 340145, 10392851, 1576151, 57870424, 12377498, 479004]"
997549,"[50414368, 578249, 3670575, 19274771, 888211, 997529]","[446176, 10866303, 27633936, 19274771, 888211, 379258, 37751167]"
1752261,"[390725, 472678, 55074315, 58340177, 481715, 530393, 447164, 460221, 398526]","[8835141, 24984568, 15882025, 861364, 562869, 2496281, 59342296, 4466841, 466716, 999933]"
42189702,"[57702464, 59405730, 57300933, 66452071, 67491400, 8885997, 7439917, 5743603, 13935125, 2126103]","[1539235, 52329765, 50246182, 744718, 53976142, 4780913, 36096565, 46107062, 40052057, 442490]"
1044666,"[20647235, 472678, 4780907, 468750, 481715, 50883575, 50883577, 59200602]","[7150753, 485251, 787753, 438985, 386609, 1420371, 2297621, 32916374, 59200602]"
43117965,"[579936, 390725, 472678, 55074315, 58340177, 481715, 530393, 447164, 460221, 398526]","[50430531, 859045, 472678, 53094283, 25746159, 37890737]"
15882025,"[41233888, 432263, 67491400, 53748009, 54614797, 58403764, 45123835, 492412]","[4085859, 472678, 13624070, 28445231, 58808144, 55809682, 59342296]"
46995653,"[985825, 59235432, 20647220, 7228501, 1670617]","[14655136, 57905703, 3953579, 970220, 2201679, 59344692, 51903508]"
43833689,"[66452071, 54614797, 13780174, 40429230, 3670575, 19858450, 4184211, 532020, 1420371]","[66452071, 44045645, 53976142, 3670575, 16176301, 55809682, 46240918, 530393]"
34281109,"[50414723, 50414725, 66863432, 28580973, 58629614, 49501968, 59362961, 2418647, 429021]","[3048355, 3601255, 56189706, 41894605, 48659057, 36750643, 54008180, 46240916, 415412, 31553651]"
55879555,"[11193220, 614854, 53094283, 8155501, 58493549, 859055, 21673716, 62349850]","[7982628, 432263, 10405966, 9296179, 44976183, 10068024, 37409851, 63867837, 476573]"
534618,"[374400, 58946337, 67624587, 12106733, 746830, 43117969, 43476436, 58339992, 58437180, 5067165]","[34455298, 59081958, 787753, 54002636, 715132, 37751167]"
538097,"[3048355, 17371076, 17371079, 378448, 43476436, 46107062, 52789367, 422392, 55876444]","[390725, 34434286, 861364, 48372566, 530393, 492412, 999933]"
884432,"[571210, 543312, 2442161, 51574033, 14464755, 2093977]","[13602785, 16673254, 472678, 14044905, 874800, 1694137, 394427]"
5141139,"[390725, 472678, 55074315, 58340177, 481715, 530393, 447164, 460221, 398526]","[11371176, 787753, 35474348, 480687, 8835153, 51903732, 17032440, 1820057]"
21031764,"[390725, 472678, 1476937, 55074315, 378448, 58340177, 35191892, 10806487, 358714, 447164]","[472678, 644072, 7971529, 4061101, 585165, 5079023, 386609, 41556498, 66680981, 19963125]"
451936,"[50246182, 9794506, 1074094, 4940239, 58543601, 57047794, 53545654, 449629, 545278]","[1656037, 4702731, 342637, 3558573, 888211, 442775, 568218, 544987, 52398878]"
41503155,"[7150753, 520358, 438985, 468750, 7148815, 562869, 466716]","[980770, 480422, 438985, 468750, 463348, 3241173, 6822517, 44017561]"
6172149,"[57791781, 51261594, 969336, 50743567, 1404207, 463348, 6822517, 422392, 10187418]","[62349860, 62349864, 50743567, 43117969, 2393625, 52398878]"
459037,"[20647235, 472678, 757774, 17961776, 56207377, 481715, 59344692, 530393, 398526]","[20647235, 2166923, 56226546, 562869, 10187414, 558902, 1820057, 59200602, 576379]"
1577243,"[10761888, 425733, 31553653, 447164, 37368606, 21435647]","[1939715, 67491400, 56691179, 568762, 56226546, 376403, 44640186, 50440315]"
58444919,"[34180324, 56432614, 1217933, 44976183, 345527]","[985825, 46253703, 57442540, 1217933, 7827502, 59344692, 44976183, 58939513, 52329758]"
386609,"[390725, 59081958, 1476937, 378448, 386609, 37890737, 35191892, 358714, 55876444]","[59107043, 347334, 1044666, 4780907, 970220, 28445231, 10140336, 44976183, 16401242]"
44640186,"[3048355, 540005, 46812041, 57047792, 538097, 12141170, 44640186]","[62349856, 1939715, 2166923, 33543699, 10187414, 1577243, 447164, 460221]"
4940263,"[1476937, 689423, 378448, 58340177, 12429203, 358714, 31509724, 31509726]","[2783105, 568132, 53095305, 59262636, 10140336, 20520720, 20750200, 997529, 55876444, 531103]"
1725947,"[571210, 13901884, 1668975, 543312, 480849, 549745, 461340, 13902909]","[56691179, 1668975, 56226546, 568762, 461340, 1021663]"
4546519,"[58533769, 46812041, 41894605, 1471887, 57047792, 65443440, 58543601, 393554, 34234332]","[14655136, 66510850, 59081958, 58533769, 744718, 1471887, 27887418, 19363966, 423135]"
446984,"[2783105, 542690, 446984, 4790477, 1074094]","[542690, 4790477, 1074094, 696019, 2644375, 55876444]"
20750200,"[463840, 393443, 1476937, 8885995, 56801325, 378448, 35191892, 358714, 50349596]","[52329763, 52329765, 11371241, 11371245, 14136016, 52329758]"
12141170,"[62349856, 390725, 431951, 42470073, 510486, 26222265, 44640186, 54432859]","[1034048, 2224869, 23609991, 56514280, 4255309, 7827502, 644080]"
19662170,"[10383904, 899429, 40052057, 48872746, 16683964, 2166923, 14449113, 59200604, 447357, 997535]","[50414368, 34455298, 53095305, 787753, 53095307, 43117969, 393554, 1445365, 534618, 54308767]"
13624090,"[390725, 480422, 58493543, 472678, 55074315, 58340177, 481715, 42470073, 530393, 447164]","[1387555, 31553653, 4255933, 694010, 466716, 8886013, 16175517]"
428435,"[14655136, 44447043, 53095305, 4437135, 58340177, 67325079]","[59107043, 62349860, 62349864, 46332534, 2418647, 46332538, 370811, 545278, 54308767]"
50883581,"[44447043, 390725, 472678, 55074315, 17336364, 58340177, 447164]","[59107043, 3876677, 56432614, 50884654, 386609, 48659057, 47158806, 58339990, 55066555]"
50414723,"[50414725, 390725, 4299719, 59362961, 750578, 34281109, 2418647]","[56368481, 50414725, 432263, 4299719, 59362961, 57814003, 442490, 54432859, 429021]"
568846,"[4218241, 62680995, 687557, 66952518, 8835143, 12574283, 54614797, 744718]","[3048355, 58946341, 550409, 59258221, 539254, 530393, 442490]"
62680988,"[390725, 692135, 574444, 47161849, 10640593, 58543601, 393554, 641906, 32472857, 449629]","[10142496, 10383904, 52329765, 2166923, 57047794, 6822517, 48372566, 55530423, 51613371]"
24862418,"[2783105, 2224869, 4184871, 19662184, 4790477, 1074094, 7827502, 859055, 850607, 65008060]","[552225, 435170, 11904387, 787753, 373454, 67140910, 5743603, 54432859]"
